jurisdicti,EMC_Group,RC,EMC_Group_Area,RC_Group,Juris_LU_Volume,"Copper, Total - Dissolved - mg/L","Copper, Total - Total - mg/L",Fecal coliforms - Total - CFU/100 mL,"Lead, Total - Total - mg/L",TN - Total - mg/L,TP - Total - mg/L,TSS - Total - mg/L,"Zinc, Total - Dissolved - mg/L","Zinc, Total - Total - mg/L"
LAGUNA BEACH,business,0.422,54.680814564051886,Education,12.883711258200025,0.3514889712719662,1.0298465452826766,3071609229719.662,0.13714849452453215,181.73603889261355,17.49458284638344,2721.6823844937726,1.5204030655100764,5.607693454974425
LAGUNA BEACH,business,0.486,226.96410478445577,Commercial,61.58670983326207,1.6801873970546173,4.922871918349142,14682904837029.334,0.6555971619571325,868.7345182780448,83.62759579297716,13010.184714085,7.267829940350055,26.805893327171844
LAGUNA BEACH,developed open space,0.217,355.7116241091355,Developed Open Space,43.09742752435601,0.051667211476980016,1.0579014517140404,10363720088348.824,0.2221067818800029,641.6482360013302,75.7568806049911,9155.858457410444,1.2299553813714956,2.103361930352944
LAGUNA BEACH,highway/arterial,0.45,57.28668115054294,Freeway,14.393278639073914,0.9036076953669245,4.287919472277602,828916297804.8793,1.3969239594161893,294.5761552021255,31.17552541025399,6742.898322656264,3.8547340304320925,22.935201762577105
LAGUNA BEACH,multi-family,0.485,234.87001939179856,Multi-family Residential,63.60084400113745,2.064609667823061,4.002963953829262,16837780523158.453,0.39395606898041685,1098.1483251610034,100.4813869002244,8423.454518596309,4.912496061370015,15.74896811636511
LAGUNA BEACH,open space,0.078,2084.0995014906416,Open Space,90.76253328991744,0.1120147758984033,1.6707559749419065,1224448537857.98,0.3517038837828716,597.5302851010983,45.90019765728085,25533.476028450208,2.5593307469649567,2.9297044779079835
LAGUNA BEACH,single family,0.405,1877.8150846611957,Single Family Residential,424.6209360190129,12.095380023542493,29.90271573421505,103046762423206.33,2.8993581822116106,6734.592385442552,735.9085058806987,107658.85279336515,17.27179729717921,92.67509358302229
LAGUNA BEACH,surface street,0.471,551.5925913983584,Streets and Roads,145.05506172298328,5.107847940037222,11.516597968242982,30089212031967.414,1.5249933873876327,2171.5673936294183,273.4245593295431,30087.764711065,12.15819185709697,44.243898617829416
LAGUNA HILLS,agriculture,0.222,11.201015957602184,Agriculture,1.3883659279447909,0.02716556696987279,0.1652162064451688,4384462689.712166,0.008073348371279657,92.69913093859206,10.85243747614593,2794.3812698248516,0.023428175487076725,0.37896170241339
LAGUNA HILLS,business,0.414,7.301468432653245,Light Industrial,1.6877344282077975,0.04604418913637756,0.13490735979806984,402373240373.51715,0.01796611483656147,23.80697328108447,2.2917472446599976,356.53368589995745,0.19916905517273523,0.734594024743622
LAGUNA HILLS,business,0.422,73.2326405853135,Education,17.254830665909616,0.470740344818925,1.3792475936943045,4113729038822.192,0.18367953159452077,243.3945090929735,23.430055093243904,3645.0808101539383,2.0362376114730956,7.51024289917466
LAGUNA HILLS,business,0.486,287.1573790390245,Commercial,77.9201548022393,2.1257908147669724,6.228469469921091,18576966052340.816,0.8294684435312808,1099.1320745911096,105.80651617158696,16460.622911531416,9.195335090340707,33.915098944568996
LAGUNA HILLS,developed open space,0.217,347.40437576847,Developed Open Space,42.09093516081488,0.0504605813650631,1.0331953429346357,10121686961872.635,0.2169197256519582,626.6632569268833,73.98766313205655,8942.033592484593,1.201231144915686,2.0542402578478516
LAGUNA HILLS,highway/arterial,0.45,99.7787458348112,Freeway,25.069409890996315,1.5738534814656715,7.468458960996551,1443760171402.8052,2.4330842335038123,513.0763159707011,54.29979122026603,11744.404186345811,6.713960721036392,39.94725512767126
LAGUNA HILLS,multi-family,0.485,194.21609113193236,Multi-family Residential,52.59209901110118,1.7072439489558542,3.3100862088228347,13923309262771.785,0.3257657490437037,908.068538284013,83.08894530605376,6965.428855780622,4.0621863327253305,13.022960677750385
LAGUNA HILLS,open space,0.078,134.8476536851397,Open Space,5.872615317987834,0.00724770084017711,0.10810305503177811,79225589886.784,0.022756324007634835,38.6620489540276,2.969884093029837,1652.0945043168954,0.16559657827546875,0.18956089886983393
LAGUNA HILLS,single family,0.405,1721.6556194272923,Single Family Residential,389.30937694299655,11.089525883959832,27.41600011655935,94477373751479.72,2.6582469956235046,6174.542381547321,674.7102123542918,98705.92179540127,15.83547129703819,84.96821489584961
LAGUNA HILLS,surface street,0.471,621.6059754309248,Streets and Roads,163.46683138894744,5.75618463814111,12.978394244830302,33908421336230.96,1.718560069288887,2447.2034051598453,308.1302079818277,33906.79030757805,13.701425339393312,49.859755526231766
LAGUNA NIGUEL,agriculture,0.222,1.56619189939035,Agriculture,0.19412948592943388,0.0037984492738521907,0.02310150125326848,613061348.5239984,0.0011288630306318461,12.961737444719086,1.51745160690036,390.72681667214533,0.003275865225462107,0.05298865306018944
LAGUNA NIGUEL,business,0.414,65.54446404635526,Light Industrial,15.150602864315019,0.41333352697879233,1.2110482535716578,3612059495995.627,0.1612797999223532,213.71253175541702,20.572758242600028,3200.5629514572047,1.7879182929196216,6.594368254493607
LAGUNA NIGUEL,business,0.422,97.36789873637672,Education,22.941499740602627,0.6258820910883304,1.8338057860793628,5469489414550.199,0.24421473661605295,323.60996032563463,31.15189092559107,4846.388937669348,2.7073197958244184,9.985391271540207
LAGUNA NIGUEL,business,0.486,588.4083428461148,Commercial,159.66460383129325,4.355914706912474,12.762630065535712,38065683168395.61,1.6996469111631611,2252.209170955261,216.8059795335553,33729.127497965936,18.84197404408962,69.49473920614055
LAGUNA NIGUEL,developed open space,0.217,2273.768629900868,Developed Open Space,275.486017584406,0.330265520405843,6.7622843095393685,66246644834780.98,1.4197439692666347,4101.523626350293,484.25074398447344,58525.78979506494,7.862082014734028,13.445043823186746
LAGUNA NIGUEL,highway/arterial,0.45,81.32050618965789,Freeway,20.431777180151546,1.282703653070886,6.086856054198218,1176676525372.6194,1.9829838490671403,418.16145692728844,44.25478062567723,9571.786910518304,5.471933725004542,32.557344559609334
LAGUNA NIGUEL,multi-family,0.485,713.0656450417872,Multi-family Residential,193.0922344636073,6.2681572912458705,12.153003100215852,51119520749855.555,1.1960510718783426,3333.9795596739864,305.061604500399,25573.617464404117,14.914343609443955,47.8138850489258
LAGUNA NIGUEL,open space,0.078,1601.083171284556,Open Space,69.72717210944242,0.08605393960214895,1.2835372173398218,940667154646.9805,0.2701920753771187,459.045109470042,35.26224826364759,19615.771101288195,1.9661735851795294,2.2507085352980893
LAGUNA NIGUEL,single family,0.405,2765.7103961667035,Single Family Residential,625.3962633331959,17.81449012203146,44.04174428849992,151770802382601.34,4.270274071315406,9918.938412258076,1083.8712618548245,158563.64710357666,25.43849484195148,136.4950531508442
LAGUNA NIGUEL,surface street,0.471,1230.535222676706,Streets and Roads,323.6000001834068,11.394980462587778,25.69211346621462,67125330915084.23,3.402072665211526,4844.499741200122,609.9765592334984,67122.10212017888,27.12343051289115,98.70269558870359
LAGUNA WOODS,business,0.486,12.041827738900428,Commercial,3.2675499569506314,0.08914417204261316,0.261188330541203,779017505530.6118,0.03478342136038279,46.09165590248578,4.436953163645788,690.2695178476382,0.38560263201281436,1.4222158615772933
LAGUNA WOODS,developed open space,0.217,159.54874427870422,Developed Open Space,19.330659942234007,0.023174499096507616,0.47450473010071803,4648480437751.234,0.09962243498083208,287.8010258423509,33.97953384646682,4106.713474241714,0.5516767609383757,0.943429261250349
LAGUNA WOODS,multi-family,0.485,513.4434853080536,Multi-family Residential,139.03621712571,4.513391646974895,8.750779556023538,36808651606746.625,0.8612175263550409,2400.634635769762,219.65985114760772,18414.30361168091,10.7390849877027,34.428425989027176
LAGUNA WOODS,open space,0.078,7.606460732802005,Open Space,0.33126136491352737,4.0882692681199086e-4,0.0060978565123211365,4468941965.530899,0.0012836343848529946,2.1808414843104367,0.16752465554463128,93.19103173501719,0.009340940207085976,0.010692715033030945
LAGUNA WOODS,single family,0.405,0.02174854940853365,Single Family Residential,0.004917890735004672,1.400867274982333e-4,3.463283983109817e-4,1193470870.618171,3.3579895695769505e-5,0.07799895550820873,0.008523172825184883,1.2468873524173463,2.000391518633764e-4,0.00107334788616553
LAGUNA WOODS,surface street,0.471,63.34840427341328,Streets and Roads,16.659046613800857,0.5866177706489808,1.3226394177940328,3455636637970.979,0.1751399477168562,249.39662226037694,31.401816835097044,3455.470418425849,1.3963241439565726,5.081250944956965
LAKE FOREST,agriculture,0.222,9.323612435697246,Agriculture,1.1556617614046738,0.022612343289375385,0.13752429983330344,3649582413.986845,0.006720173558996773,77.16181936253614,9.03345923202145,2326.0147165253934,0.019501376405838697,0.3154438896122114
LAKE FOREST,business,0.414,176.41649416282718,Light Industrial,40.77867262573751,1.1125096956774903,3.259602321349775,9722054825872.535,0.4340933638798427,575.2189167995656,55.37269908641082,8614.48946846501,4.812279445345558,17.74910124909466
LAKE FOREST,business,0.422,31.57801829265465,Education,7.440307410054313,0.20298390309257394,0.5947335149418771,1773845785167.5964,0.07920287405068974,104.9520568839217,10.103072925117779,1571.7640055209097,0.878028540680315,3.2384273700486808
LAKE FOREST,business,0.486,446.9698423493028,Commercial,121.28526672148331,3.308862856053798,9.694816223649054,28915654598639.82,1.2910947323715256,1710.8349844434467,164.6912992833668,25621.49735577107,14.312839493914053,52.789959565882896
LAKE FOREST,developed open space,0.217,706.5654571516634,Developed Open Space,85.60629317940028,0.10262882746216807,2.101355626833288,20585907588359.867,0.44118035295743,1274.5337753194747,150.47918411748864,18186.679540703797,2.4431138242709465,4.177999208199237
LAKE FOREST,highway/arterial,0.45,65.57838499331527,Freeway,16.476569229570462,1.0343963402937142,4.908555153237198,948894071238.5248,1.5991154554100566,337.21326018050337,35.687887073610696,7718.868911464971,4.412670226613639,26.254854721521763
LAKE FOREST,multi-family,0.485,393.8112778265768,Multi-family Residential,106.64081227478846,3.4617724884766434,6.711850042987117,28232244714584.555,0.6605540517025671,1841.2873481879192,168.4791591342024,14123.77533868548,8.23688079157925,26.406611088193802
LAKE FOREST,open space,0.078,239.37101783335802,Open Space,10.424607826642742,0.012865552196523423,0.19189609612542982,140635076483.63004,0.04039524820040318,68.62984825273648,5.2719061753611625,2932.6690694864697,0.2939541060467746,0.3364936953951524
LAKE FOREST,single family,0.405,763.0034724954239,Single Family Residential,172.53416021802775,4.9146569513152105,12.150225082660992,41870489911685.48,1.1780821120811362,2736.4341770963156,299.018124847581,43744.49816555399,7.017965411840606,37.65622014397784
LAKE FOREST,surface street,0.471,471.33898790216574,Streets and Roads,123.95037034357203,4.364684943124258,9.840998075529885,25711401797416.164,1.303115471414436,1855.6166152990147,233.64283181408604,25710.165053522298,10.38924368095038,37.80666151172641
MISSION VIEJO,agriculture,0.222,1.0056725477006214,Agriculture,0.12465311228749204,0.002439034552556086,0.014833779711239104,393654805.97039217,7.248578928689919e-4,8.322903166419929,0.9743757607978405,250.89086039238592,0.0021034764185006525,0.034024715453456394
MISSION VIEJO,business,0.414,131.66885329269357,Light Industrial,30.435255438606116,0.8303241519563316,2.432811636343929,7256077821101.281,0.32398657345085335,429.31595215444986,41.32754041523944,6429.443887303898,3.591655753615814,13.247082250071376
MISSION VIEJO,business,0.422,541.2776372046723,Education,127.53403261937419,3.479339534174871,10.194305062171985,30405424636299.027,1.357613518640235,1798.979304002545,173.1763972879289,26941.548366561194,15.0502545629425,55.50976311666238
MISSION VIEJO,business,0.486,967.7263810671973,Commercial,262.592553502584,7.163959564489412,20.99007255145317,62604764638824.89,2.7953260255898944,3704.0981096097303,356.57017531888937,55472.64393342752,30.988471824944167,114.2945936997962
MISSION VIEJO,developed open space,0.217,2358.4073845349944,Developed Open Space,285.7407080312857,0.34255932285264734,7.014003554371355,68712609684401.4,1.4725925132555975,4254.198725862009,502.2764917947429,60704.35356672229,8.1547401250658,13.945522082157796
MISSION VIEJO,highway/arterial,0.45,527.0756977309144,Freeway,132.42776905489225,8.313793833840057,39.45172075382606,7626583129818.691,12.852632685273678,2710.297217777974,286.83563923971076,62039.16454512533,35.466125595894106,211.0191623746221
MISSION VIEJO,multi-family,0.485,591.6165993004826,Multi-family Residential,160.20484495224318,5.20056733389545,10.083108638639548,42412865118649.33,0.9923401479998311,2766.1375399961316,253.10363819462702,21217.92951505265,12.37413877441962,39.67024392309905
MISSION VIEJO,open space,0.078,458.209331553236,Open Space,19.955016389143427,0.02462752644572972,0.3673317794659738,269206794422.21988,0.07732548344143933,131.372783460271,10.091600171518255,5613.780424043387,0.5626934942173742,0.6441237232246263
MISSION VIEJO,single family,0.405,4019.2983846991287,Single Family Residential,908.8638472400906,25.88909940497032,64.0041386558212,220562551200719.34,6.205821730593825,14414.803948228,1575.1475707770817,230434.32586388348,36.96876627760627,198.3629043044397
MISSION VIEJO,surface street,0.471,1778.868533688389,Streets and Roads,467.7979526467041,16.472646872146356,37.14066153229347,97036750169999.125,4.918055088502048,7003.235658981655,881.785492614914,97032.08260620004,39.20978138286243,142.68516344541715
ORANGE CO,agriculture,0.222,1020.3162614579069,Agriculture,126.46820060770756,2.4745496154992104,15.049776085532775,399386858924.3982,0.7354126321050902,8444.093917701071,988.5637584376133,254544.1110974045,2.134105380818607,34.5201532526811
ORANGE CO,business,0.414,353.11185864083166,Light Industrial,81.62180612482824,2.226777990690851,6.524357257997915,19459477786716.39,0.8688729207019951,1151.3471107128446,110.83292854870696,17242.596288326567,9.632165899843027,35.526259384156454
ORANGE CO,business,0.422,154.31672747791563,Education,36.35959293925489,0.9919498863304728,2.9063676161279823,8668500793199.883,0.38705178447474,512.8839248335655,49.37210235379347,7680.959439940113,4.290785120658235,15.82567687716713
ORANGE CO,business,0.486,817.736260007596,Commercial,221.89273415306118,6.053601116723544,17.7367732876981,52901509244743.45,2.36207206333156,3129.991487380088,301.3045498191028,46874.81220965518,26.18549783207885,96.57981369495101
ORANGE CO,developed open space,0.217,5639.918138865754,Developed Open Space,683.32308184141,0.8191996646818286,16.773355668646527,164319996735537.63,3.521571922276568,10173.53181543717,1201.14884110981,145168.9759089613,19.501324092980326,33.349455850106395
ORANGE CO,highway/arterial,0.45,167.96733726491033,Freeway,42.20179348780872,2.649421741224855,12.572388584916345,2430422928357.291,4.095849037022966,863.7116240162403,91.40815780956241,19770.506057564984,11.302267786374948,67.24712781964055
ORANGE CO,multi-family,0.485,428.56775754560744,Multi-family Residential,116.05257734537095,3.7672970685538596,7.304215709058735,30723929173853.094,0.7188523656260042,2003.7932741923626,183.3485719906466,15370.292995123295,8.963840623102074,28.737171167124067
ORANGE CO,open space,0.078,79657.55021431607,Open Space,3469.0863118334646,4.281380341720929,63.85891262610674,46800342699331.48,13.442673808503798,22838.544251832143,1754.3775127419465,975929.4829385773,97.8216334419672,111.9778980778715
ORANGE CO,single family,0.405,4675.315001722693,Single Family Residential,1057.205604764544,30.114632765242785,74.4506829274135,256562042861155.94,7.218715471713825,16767.540673914595,1832.2379586486993,268045.0560039515,43.002686297402335,230.73904286637145
ORANGE CO,surface street,0.471,1765.6561276712425,Streets and Roads,464.323420174345,16.3502975840848,36.864802192147295,96316017345987.625,4.881526621438072,6951.219677357444,875.2361002748847,96311.38445015128,38.918553817889006,141.6253806248425
RANCHO SANTA MARGARITA,agriculture,0.222,21.80230699764532,Agriculture,2.702395952358138,0.05287663485920508,0.32158640497776975,8534172430.666706,0.01571443343673793,180.43496400577894,21.123813627557382,5439.145747474987,0.04560195934881076,0.7376330332570783
RANCHO SANTA MARGARITA,business,0.414,106.57065756257336,Light Industrial,24.633807495588833,0.6720510481500689,1.9690787101693366,5872952983049.018,0.2622295350089327,347.48144438910265,33.44984821661154,5203.888738276618,2.907028547976861,10.721975857398462
RANCHO SANTA MARGARITA,business,0.422,108.94411167686872,Education,25.66904844626488,0.700294135058753,2.0518296578755204,6119765069671.686,0.2732497864729663,362.0844253085597,34.8555851362467,5422.583259031908,3.029197035255528,11.172569152069881
RANCHO SANTA MARGARITA,business,0.486,429.12782234486394,Commercial,116.44383459327882,3.176780572919537,9.307821199348227,27761407401382.164,1.2395571657170932,1642.5423411270795,158.1171970107698,24598.74542699979,13.741503478874435,50.68270438808963
RANCHO SANTA MARGARITA,developed open space,0.217,1571.6413066083799,Developed Open Space,190.41744130649363,0.22828133311038143,4.674127880973165,45790043048969.19,0.981334792627895,2834.9955516289065,334.71676141253613,40453.34583924376,5.434314066879156,9.293287788301226
RANCHO SANTA MARGARITA,highway/arterial,0.45,362.9351177645791,Freeway,91.1874483383505,5.724733197043769,27.165765713438507,5251531911409.071,8.850098339377647,1866.2633169124877,197.51001033572575,42719.084919176545,24.421354513617914,145.30410883431693
RANCHO SANTA MARGARITA,multi-family,0.485,452.88425128267505,Multi-family Residential,122.63728121192105,3.981049629170635,7.718649395252726,32467173312452.594,0.7596393094379423,2117.4864434623155,193.75158137250943,16242.3876097375,9.47243971982376,30.36768870000695
RANCHO SANTA MARGARITA,open space,0.078,3180.22245527831,Open Space,138.4986879273704,0.17092845393431397,2.5494827214345057,1868441853492.8223,0.5366809924453617,911.7987068411074,70.04120445640486,38962.69528825682,3.9053994812438733,4.47056964473547
RANCHO SANTA MARGARITA,single family,0.405,1166.1175684021223,Single Family Residential,263.6883351549299,7.511194929237562,18.56949730856708,63991732205272.62,1.8004927859962399,4182.161790498478,456.99698785776445,66855.82657304729,10.725734621391057,57.550956781227256
RANCHO SANTA MARGARITA,surface street,0.471,812.8400055457195,Streets and Roads,213.75660045838558,7.527046614931934,16.97113359090397,44340180880470.61,2.2472666471441625,3200.07353218032,402.9249554609287,44338.04807385085,17.916601656115056,65.19886481199708
SAN CLEMENTE,agriculture,0.222,5.993887585146538,Agriculture,0.7429423661789135,0.01453683801724036,0.08841049530016891,2346213645.519147,0.004320210127040586,49.60515833473059,5.807356270455228,1495.3292866261324,0.012536885111686314,0.20278998368893214
SAN CLEMENTE,business,0.414,255.28235121673973,Light Industrial,59.008515483749385,1.6098499871664036,4.716786537304682,14068236796022.598,0.6281520053139121,832.3668273863743,80.12670744351807,12465.541481693095,6.963577965595111,25.683722604026176
SAN CLEMENTE,business,0.422,164.9993025705095,Education,38.87658567398822,1.0606176148522024,3.1075609074412225,9268577739989.852,0.41384544333434475,548.3883133101999,52.7898860217961,8212.673838899686,4.5878147104295435,16.921209321345348
SAN CLEMENTE,business,0.486,507.8940615064909,Commercial,137.81705358978633,3.7598773691219094,11.016268036133244,32857002562031.86,1.467077384834738,1944.0303270781328,187.139544914625,29113.835254528974,16.263750914482383,59.985494389857735
SAN CLEMENTE,developed open space,0.217,3064.993591100268,Developed Open Space,371.3495151750567,0.4451911641728633,9.115420890840463,89299121810538.73,1.9137858221727728,5528.769929884229,652.7600949717814,78891.56718807235,10.597925695243266,18.123643983920324
SAN CLEMENTE,highway/arterial,0.45,237.6955458490501,Freeway,59.72100589457384,3.7492750508484933,17.791558858880336,3439363354845.6523,5.796157088773863,1222.263859567646,129.3543871052307,27977.82774667223,15.994173358701916,95.16339911170073
SAN CLEMENTE,multi-family,0.485,678.1089996038748,Multi-family Residential,183.62626618439927,5.9608731674029585,11.557225946549726,48613486453807,1.1374170126777534,3170.537747303484,290.1065573467584,24319.920999732072,14.183197150321002,45.46990306313478
SAN CLEMENTE,open space,0.078,2127.193350077535,Open Space,92.63927039587664,0.1143309550388944,1.705302936331368,1249767002669.8345,0.35897622078229063,609.885683494415,46.84929637667336,26061.443022866788,2.6122511625279383,2.9902832751703063
SAN CLEMENTE,single family,0.405,3158.4572880766495,Single Family Residential,714.2061542663324,20.344250879370914,50.29592701405757,173323135194114.03,4.8766777177121075,11327.485105310216,1237.7872575114918,181080.60320142022,29.050908418546875,155.87814111275736
SAN CLEMENTE,surface street,0.471,1537.6196005231125,Streets and Roads,404.3555144475655,14.238637776446772,32.103670432597056,83876692519309.03,4.251071823083842,6053.461631594027,762.1983475587912,83872.65796731811,33.89217766503968,123.33429922593125
SAN JUAN CAPISTRANO,agriculture,0.222,410.85833035715393,Agriculture,50.925890047769236,0.9964452805615568,6.060205162187464,160824074086.40134,0.29613406897830036,3400.2460408191655,398.07231403223767,102499.1685796434,0.8593560709465612,13.90048660873445
SAN JUAN CAPISTRANO,business,0.414,539.6326124538084,Light Industrial,124.7360783686978,3.40300671038465,9.97065339370696,29738363575361.246,1.3278289941706614,1759.5117071020754,169.3771005280225,26350.48088266065,14.720068785364024,54.29194090500347
SAN JUAN CAPISTRANO,business,0.422,201.77457956709435,Education,47.54145385566688,1.2970095629756133,3.800178460209807,11334371403613.664,0.5060838987417019,670.6138731125178,64.55577018509483,10043.126153563726,5.610353316087919,20.692632292322738
SAN JUAN CAPISTRANO,business,0.486,760.5164174726307,Commercial,206.36612988119833,5.630009648900906,16.495669738503594,49199807147274.875,2.1967896879128435,2910.975126234495,280.22122535510323,43594.81900809698,24.353207721038263,89.82178913134653
SAN JUAN CAPISTRANO,developed open space,0.217,1386.4426412857074,Developed Open Space,167.97907968044086,0.20138117591016247,4.1233391981713705,40394247696633.17,0.8656965149463365,2500.926072702813,295.2744935018624,35686.4148443897,4.793946759212672,8.19818772468236
SAN JUAN CAPISTRANO,highway/arterial,0.45,228.47695998404564,Freeway,57.40483619599147,3.6038662933376764,17.101545874299518,3305973954155.2007,5.571363764948398,1174.860597134316,124.3376144085228,26892.759002629406,15.37386867474038,91.47266118565638
SAN JUAN CAPISTRANO,multi-family,0.485,429.40463662254126,Multi-family Residential,116.27919722541232,3.7746535997855193,7.318478903600784,30783924852562.22,0.7202560934930796,2007.7061505955623,183.7066030860408,15400.307097648478,8.981344624591605,28.793287234785723
SAN JUAN CAPISTRANO,open space,0.078,1913.4187885481401,Open Space,83.3293882412715,0.10284114393085117,1.5339267013145843,1124170336527.6094,0.3229005231056238,548.5945721023447,42.1411264350369,23442.370546529095,2.3497301994694055,2.689771572284946
SAN JUAN CAPISTRANO,single family,0.405,2527.578285161291,Single Family Residential,571.548639732097,16.280633885628635,40.24967930790139,138703092325016.69,3.9025966092848794,9064.901870211783,990.5482038798013,144911.06219597883,23.248199543531857,124.74260965796906
SAN JUAN CAPISTRANO,surface street,0.471,822.243247403035,Streets and Roads,216.22941798581311,7.6141223485432175,17.167462109012455,44853124930925.23,2.2732638811100125,3237.093198017366,407.5861443550499,44850.967451188575,18.123867707840105,65.95311003918422
