FacilityID,JURISDICTI3,Qadj_Qall,QJur_US,QJur_S
L01-517-3,SAN JUAN CAPISTRANO,2276.1293449814602,2612469.6335842325,NA
SM01-086-1 (M03P01),ORANGE CO,0,49840801.3300099,NA
SM01-086-1 (M03P01),SAN CLEMENTE,0,12249919.308809487,NA
L01-125-1,ORANGE CO,0,49840801.3300099,NA
L01-125-1,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
L01-125-2,ORANGE CO,220595.96753123973,49840801.3300099,NA
L01-125-2,RANCHO SANTA MARGARITA,204118.781495757,8572923.317579193,NA
L02-622-2 (L02P32),ORANGE CO,169372.44570154097,49840801.3300099,NA
L02-622-2 (L02P32),RANCHO SANTA MARGARITA,1915916.313749752,8572923.317579193,NA
L01-261-1,ORANGE CO,163615.32154348708,49840801.3300099,NA
L01-261-1,RANCHO SANTA MARGARITA,243.67467559714126,8572923.317579193,NA
L04-266-1,MISSION VIEJO,0,20435540.922064316,NA
J07-9109-1,MISSION VIEJO,58274.1864,20435540.922064316,NA
J07-9109-2,LAKE FOREST,8710.22825922156,9791587.735475397,NA
J07-9109-2,MISSION VIEJO,445629.52999466565,20435540.922064316,NA
L03-691-1 (L03P09),MISSION VIEJO,4472881.281851487,20435540.922064316,NA
L03-691-1 (L03P09),ORANGE CO,12675.935299956302,49840801.3300099,NA
L01-414-1,ORANGE CO,0,49840801.3300099,NA
L01-733-2,ORANGE CO,2965945.929382803,49840801.3300099,NA
L01-733-2,RANCHO SANTA MARGARITA,26441.347477044288,8572923.317579193,NA
M01-003-1,ORANGE CO,0,49840801.3300099,NA
M01-003-2,ORANGE CO,0,49840801.3300099,NA
M01-002-1,ORANGE CO,0,49840801.3300099,NA
L01-747-1,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-372-1,ORANGE CO,146101.87468800004,49840801.3300099,NA
L01-218-1,ORANGE CO,0,49840801.3300099,NA
L01-218-1,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
L01-218-2,RANCHO SANTA MARGARITA,428456.2867199999,8572923.317579193,NA
L01-218-3,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
J01-9033-1,LAKE FOREST,1274.5570263855702,9791587.735475397,NA
J01-9033-1,ORANGE CO,45059.80158685359,49840801.3300099,NA
J01-10012-3,MISSION VIEJO,0,20435540.922064316,NA
J01-10012-3,ORANGE CO,0,49840801.3300099,NA
J01-10012-3,RANCHO SANTA MARGARITA,0,8572923.317579193,NA
J04-9249-1,ALISO VIEJO,3101655.14919377,112756296.95986444,NA
J04-9249-1,LAGUNA HILLS,27617633.097746596,29700585.041044578,NA
J04-9249-1,LAGUNA NIGUEL,7724582.095719586,91963958.14168793,NA
L02-502-6,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L03-497-1,LAGUNA NIGUEL,0,91963958.14168793,NA
L03-497-1,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
L01-727-3,DANA POINT,109681.38720000001,8623499.22388465,NA
L02-396-1,MISSION VIEJO,494144.69441151555,20435540.922064316,NA
L02-396-1,ORANGE CO,3594.446208887766,49840801.3300099,NA
LC04-11199-1,LAGUNA BEACH,0,1879478.3242043818,NA
L01-303-5,ORANGE CO,220568.527872,49840801.3300099,NA
L01-303-3,ORANGE CO,0,49840801.3300099,NA
L01-303-2,ORANGE CO,1838592,49840801.3300099,NA
L01-303-1,ORANGE CO,0,49840801.3300099,NA
L01-517-8,SAN JUAN CAPISTRANO,0,2612469.6335842325,NA
SC02-072-4,SAN CLEMENTE,0,12249919.308809487,NA
LC05-11017-2,LAGUNA BEACH,715238.802432,1879478.3242043818,NA
SC10-075-3 (M00S01),DANA POINT,7496375.039999998,8623499.22388465,NA
SC09-081-2d,SAN CLEMENTE,812107.296,12249919.308809487,NA
M01-168-1d (M00P03),DANA POINT,0,8623499.22388465,NA
M01-168-2d (M00P03),DANA POINT,0,8623499.22388465,NA
SC11-035-1d,DANA POINT,0,8623499.22388465,NA
I01-11195-2,ALISO VIEJO,4617276.048000001,112756296.95986444,NA
J03-9216-5,LAGUNA NIGUEL,0,91963958.14168793,NA
L01-399-1,ORANGE CO,0,49840801.3300099,NA
L01-399-2,ORANGE CO,20224.512000000002,49840801.3300099,NA
LC01-11480-1,ORANGE CO,0,49840801.3300099,NA
L01-242-1 (L07P16),ORANGE CO,0,49840801.3300099,NA
L01-242-1 (L07P16),RANCHO SANTA MARGARITA,0,8572923.317579193,NA
I01-11503-5,ALISO VIEJO,0,112756296.95986444,NA
I01-11343-1,LAGUNA WOODS,0,0,NA
